,name,distance,moving_time,total_elevation_gain,workout_type,kudos_count,max_speed,average_heartrate,max_heartrate,pr_count,suffer_score,is_named,local_date,run_per_day,max_run,run_area,average_speed_mpk,datetime,hour,uk_awake,kfold
142,The mercurial de Mello ,11.1711,50.23333333333333,74.0,0.0,38,5.7,146.2,185.0,0,31.0,1,2020-01-15,2,1,1.262150180991739,4.49703184025904,2020-01-15 06:48:37,6,1,0
143,I’m easy like Sunday morning ,11.7566,55.98333333333333,10.0,0.0,38,6.7,117.1,136.0,0,10.0,1,2020-08-30,1,1,0.411167275160551,4.761714285714286,2020-08-30 15:19:44,15,1,0
144,🐍 ,4.855300000000001,22.566666666666663,40.0,0.0,32,4.7,145.9,165.0,0,13.0,1,2020-10-19,3,0,0.1613632775843143,4.647518126045734,2020-10-19 21:08:38,21,0,0
145,🦧,12.8514,42.18333333333333,21.0,3.0,56,6.5,146.3,191.0,0,24.0,1,2021-03-16,4,1,0.5353358574211597,3.282000787711697,2021-03-16 20:33:39,20,0,0
146,Biiiig taper,7.1292,37.61666666666667,42.0,0.0,37,8.7,140.2,163.0,0,16.0,1,2021-03-01,2,0,0.0604311935603618,5.275720164609054,2021-03-01 22:37:48,22,0,0
147,riggity wrecked,10.1583,43.583333333333336,66.0,0.0,45,5.3,146.3,174.0,2,27.0,1,2020-03-11,2,0,68.5184400936123,4.28983268983269,2020-03-11 17:26:15,17,1,0
148,Yeaaaaa nice,22.0146,90.53333333333332,158.9,0.0,64,6.7,159.7,187.0,8,124.0,1,2021-01-07,1,1,310.0524132605642,4.112015790772268,2021-01-07 12:44:09,12,1,0
149,An existential kind of run ,16.6983,70.91666666666667,120.5,0.0,60,5.6,151.4,174.0,0,60.0,1,2020-11-30,3,1,94.19312118552624,4.247196738022426,2020-11-30 14:28:31,14,1,0
150,Cade run 3,8.0925,36.61666666666667,15.0,0.0,32,4.9,153.1,171.0,0,35.0,1,2021-01-27,2,0,4.071707371622324,4.525115395058377,2021-01-28 00:03:27,0,0,0
151,Good grief!,14.0317,62.21666666666667,222.1,0.0,43,6.9,154.8,174.0,0,65.0,1,2020-06-24,2,1,38.0489148938068,4.433625964352221,2020-06-24 08:30:51,8,1,0
152,“wear grey hoodie for the match”,16.1086,71.41666666666667,204.1,0.0,47,5.0,150.9,170.0,0,56.0,1,2021-02-22,2,1,11.53805060312152,4.433625964352221,2021-02-22 15:02:47,15,1,0
153,Anyone have any spare loo roll? ,10.1757,41.56666666666667,53.0,0.0,58,6.3,151.3,167.0,6,35.0,1,2020-03-16,2,1,68.03730502724648,4.084803921568628,2020-03-16 09:10:30,9,1,0
154,Doob ,8.077399999999999,35.55,44.0,0.0,35,5.9,161.6,189.0,0,51.0,1,2020-12-09,2,0,24.476967519149184,4.400844996039082,2020-12-09 20:48:36,20,0,0
155,Dayfrit ,21.0591,93.0,288.3,0.0,55,5.4,133.6,157.0,0,24.0,1,2021-03-11,2,1,22.02910836786032,4.416004239533652,2021-03-11 21:58:44,21,0,0
156,Rusty engine ,11.6408,45.95,96.9,0.0,60,6.3,147.7,170.0,0,29.0,1,2020-05-16,1,1,2.8112799554946832,3.947418285172904,2020-05-16 16:39:31,16,1,0
157,When in Rome ,14.7034,67.63333333333334,458.1,0.0,66,7.1,151.2,169.0,0,55.0,1,2020-07-02,1,1,60.32663004589267,4.600055202870549,2020-07-02 08:45:27,8,1,0
158,WD,3.5115,16.6,8.0,0.0,11,6.1,140.2,151.0,0,4.0,1,2020-11-03,5,0,3.319140523672104,4.726602382302893,2020-11-03 23:20:30,23,0,0
159,Aggressively nice,13.6547,62.9,182.1,0.0,55,5.1,147.3,170.0,0,39.0,1,2020-08-18,2,1,12.95773545280099,4.6064123825317855,2020-08-18 14:09:14,14,1,0
160,"2 miles, 1k, 800m, 400m, 200m ",7.2085,26.28333333333333,19.0,3.0,70,9.1,143.9,164.0,0,12.0,1,2020-10-27,4,1,2.0413543097674847,3.6460293152483048,2020-10-27 21:51:36,21,0,0
161,Slush ,10.1795,45.0,14.0,0.0,41,6.9,155.1,181.0,0,47.0,1,2021-02-14,1,1,0.1593958586454391,4.4206896551724135,2021-02-14 19:58:50,19,1,0
162,Tan top up ,16.015700000000002,63.3,12.6,0.0,51,8.1,151.1,183.0,2,59.0,1,2020-07-30,2,1,2.9486699986591702,3.952098648328196,2020-07-30 08:38:57,8,1,0
163,Feel like a runner again ,16.117,67.4,18.0,0.0,87,6.7,149.4,167.0,0,52.0,1,2020-11-20,1,1,80.8420474641025,4.182183186951066,2020-11-20 18:38:58,18,1,0
164,🐅,10.4163,45.56666666666667,18.0,0.0,29,5.0,130.3,149.0,0,10.0,1,2021-03-17,2,0,5.428935401141644,4.3742782152230975,2021-03-17 21:16:06,21,0,0
165,👏🍖 woods ,16.1453,69.46666666666667,239.3,0.0,66,10.4,147.4,168.0,2,41.0,1,2020-07-09,1,1,11.134204987683916,4.302013422818792,2020-07-09 09:17:11,9,1,0
166,Rocky canyon and 3 bears trail,21.2925,94.38333333333334,506.9,2.0,79,5.9,134.1,172.0,4,36.0,1,2020-09-03,2,1,55.83923775702715,4.432446808510639,2020-09-03 13:16:32,13,1,0
167,Strides ,1.6025999999999998,6.983333333333333,2.0,0.0,13,8.4,146.8,158.0,0,3.0,1,2020-07-07,4,0,0.5219449917603924,4.357124183006536,2020-07-07 11:36:01,11,1,0
168,New routes 🤤,10.556299999999998,50.03333333333333,99.0,0.0,35,6.3,130.7,152.0,0,11.0,1,2020-08-21,2,1,35.42018821462989,4.74004550625711,2020-08-21 13:33:34,13,1,0
169,Windy jog,9.264,41.16666666666666,63.5,0.0,33,6.4,140.5,158.0,0,11.0,1,2019-12-11,2,0,8.913799683796242,4.443081844841376,2019-12-11 08:38:19,8,1,0
170,Ooft ,20.1,86.81666666666666,133.0,0.0,59,6.6,140.0,157.0,1,28.0,1,2020-04-15,1,1,85.52584504286642,4.318735423684893,2020-04-15 16:18:56,16,1,0
171,WU,4.4898,18.716666666666665,5.0,0.0,12,7.0,138.4,166.0,0,7.0,1,2020-03-14,3,0,10.515965186641552,4.168584292146073,2020-03-14 09:54:40,9,1,0
172,Shane’s switchbacks are the one ,16.1305,74.51666666666667,150.0,0.0,43,5.3,134.2,152.0,0,18.0,1,2021-03-10,2,1,7.427914533764124,4.619179600886918,2021-03-10 15:31:47,15,1,0
173,👨‍🚀🦠👨‍🚀,12.7333,41.88333333333333,19.0,3.0,69,7.2,154.8,174.0,2,44.0,1,2020-03-14,3,1,4.784605698660016,3.2891257154134594,2020-03-14 10:39:01,10,1,0
174,WD,3.8811,19.166666666666668,18.0,0.0,15,4.5,151.7,166.0,2,15.0,1,2020-06-13,4,0,6.542244955198839,4.938074074074074,2020-06-13 16:43:38,16,1,0
175,Sams stomach strikes back with a vengeance  ,10.0552,42.96666666666667,147.9,0.0,47,5.0,148.1,169.0,0,29.0,1,2020-05-14,1,1,47.32674001388659,4.273333333333333,2020-05-14 16:48:53,16,1,0
176,Hillage,8.8385,36.8,218.3,3.0,45,7.1,156.6,172.0,2,43.0,1,2019-12-21,3,1,1.496104994203051,4.163377466899825,2019-12-21 09:26:22,9,1,0
177,Doggy mileage ,8.1695,36.21666666666667,9.0,0.0,28,7.3,148.7,163.0,0,24.0,1,2020-10-07,2,0,0.0854372046887874,4.432446808510639,2020-10-07 23:59:49,23,0,0
178,Short but sweet ,7.5071,26.066666666666663,4.0,3.0,44,7.0,146.2,179.0,0,20.0,1,2020-11-03,5,0,4.637229721993208,3.4720833333333334,2020-11-03 22:36:05,22,0,0
179,Ghost down ,12.559,40.03333333333333,2.0,3.0,50,6.5,156.4,176.0,5,46.0,1,2020-03-18,3,1,17.992664652410895,3.1872250908395485,2020-03-18 18:35:24,18,1,0
180,Dub ,8.082600000000001,34.86666666666667,48.0,0.0,44,5.1,149.9,164.0,0,24.0,1,2021-01-02,4,0,6.053200013411697,4.313146997929607,2021-01-02 17:31:49,17,1,0
181,Vegas baby ,13.118,61.06666666666667,9.0,0.0,46,4.6,147.1,179.0,0,43.0,1,2021-01-30,1,1,75.2776162698865,4.655307262569832,2021-01-30 16:38:33,16,1,0
182,Some good doggos out today ,9.4558,42.266666666666666,10.0,0.0,30,6.6,139.4,157.0,4,15.0,1,2020-10-13,4,1,5.780509673058987,4.469294717082327,2020-10-13 14:00:28,14,1,0
183,Kamikaze geese ,13.697299999999998,62.66666666666666,184.7,0.0,44,5.5,147.1,166.0,0,38.0,1,2021-03-01,2,1,11.865398846566675,4.574800988196541,2021-03-01 15:03:16,15,1,0
184,WU,3.4019,17.766666666666666,49.0,0.0,16,4.0,142.1,159.0,0,7.0,1,2020-01-04,4,0,2.4095100116028334,5.222814164838609,2020-01-04 12:39:03,12,1,0
185,More ‘mill miles ,9.0,40.0,0.0,0.0,27,0.0,,,0,,1,2020-02-10,1,1,0.0,4.444266666666667,2020-02-10 18:01:13,18,1,0
186,WU,3.4104,16.316666666666666,23.0,0.0,11,4.7,134.6,149.0,0,4.0,1,2020-01-11,4,0,0.3341549017932266,4.783582089552239,2020-01-11 12:44:54,12,1,0
187,Seat lap with the boys,8.8291,39.73333333333333,144.5,0.0,37,5.6,150.8,167.0,0,33.0,1,2019-12-04,2,0,18.841795463231392,4.500675128274373,2019-12-04 17:26:08,17,1,0
188,"Exams done, time for some festivities ",10.5808,45.41666666666666,84.0,0.0,46,6.6,145.1,163.0,0,29.0,1,2019-12-18,2,1,71.88030976976734,4.292042235385011,2019-12-18 15:16:48,15,1,0
189,WD,3.5554,16.866666666666667,56.0,0.0,11,4.9,153.7,169.0,1,15.0,1,2019-12-28,3,0,0.305674990386251,4.744093367492172,2019-12-28 10:22:43,10,1,0
190,"""Just kick my dog if it gets in the way""",14.2823,62.73333333333333,210.1,0.0,65,5.6,145.4,164.0,0,33.0,1,2020-07-06,2,1,35.07768501549435,4.392725355824987,2020-07-06 08:29:43,8,1,0
191,4 x 30s strides ,1.6889,8.016666666666667,1.0,0.0,7,8.1,134.7,144.0,0,1.0,1,2019-12-24,4,0,0.572125003373003,4.74679578467673,2019-12-24 10:08:31,10,1,0
192,WD,4.0786,17.133333333333333,20.6,0.0,12,6.2,152.6,164.0,1,14.0,1,2020-12-01,4,0,7.688405457884073,4.200100806451613,2020-12-01 15:19:32,15,1,0
193,WD,2.7133000000000003,14.883333333333333,11.0,0.0,10,4.1,129.7,148.0,0,3.0,1,2020-02-01,4,0,1.0986250345013104,5.48584595128374,2020-02-01 15:08:35,15,1,0
194,Got kicked off an empty track 😤🥴,4.2858,18.73333333333333,1.0,0.0,24,4.9,137.4,153.0,0,6.0,1,2020-03-21,3,0,1.366654987577931,4.370836611591923,2020-03-21 09:49:04,9,1,0
195,😴,6.783399999999999,30.28333333333333,9.0,0.0,27,7.6,153.4,165.0,0,29.0,1,2021-01-28,2,0,4.20775031670928,4.464505759442807,2021-01-28 14:13:57,14,1,0
196,4 x 30s hills ,1.2418,6.733333333333333,33.9,0.0,14,6.3,153.5,165.0,0,6.0,1,2019-12-26,2,0,0.0128200042581738,5.42160052049447,2019-12-26 13:12:08,13,1,0
197,F DT,14.5123,68.31666666666666,96.1,0.0,45,7.5,145.5,176.0,0,46.0,1,2020-11-04,2,1,27.754891198128465,4.707909604519774,2020-11-04 15:43:44,15,1,0
198,Shake out ,3.2664,15.05,18.0,0.0,16,4.9,154.6,167.0,0,16.0,1,2020-01-04,4,0,0.035610014492704,4.60768592756428,2020-01-04 08:48:28,8,1,0
199,Crawl down ,4.0139000000000005,18.75,5.0,0.0,15,4.3,149.6,166.0,0,12.0,1,2020-08-01,4,0,5.351019990484929,4.6709641255605385,2020-08-01 09:25:23,9,1,0
200,Le hermitage ,10.4472,46.71666666666667,60.0,0.0,41,7.3,131.1,146.0,0,10.0,1,2020-02-26,2,1,72.92479567695409,4.471693050711028,2020-02-26 16:48:58,16,1,0
201,Henry Mong is built different,6.7621,30.55,9.0,0.0,36,8.7,124.2,136.0,0,6.0,1,2021-02-16,4,0,5.358760245144367,4.517755489292491,2021-02-16 15:08:13,15,1,0
202,Held breath whole run to avoid Corona ,9.143,37.28333333333333,42.0,0.0,61,5.4,142.1,165.0,5,17.0,1,2020-03-13,1,1,23.455219707102515,4.077807682896991,2020-03-13 17:48:22,17,1,0
203,Need. Water. ,2.4443,11.516666666666667,15.0,0.0,15,4.9,148.7,159.0,0,7.0,1,2020-05-26,4,0,6.813185018472723,4.711902742437093,2020-05-26 17:55:38,17,1,0
204,RIP Samuel ,15.0172,63.28333333333333,240.0,0.0,52,5.6,145.8,168.0,0,32.0,1,2020-07-08,2,1,36.56242502074747,4.213906447534766,2020-07-08 16:06:24,16,1,0
205,Dosage ,18.4226,78.96666666666667,351.1,0.0,69,7.5,149.1,168.0,3,53.0,1,2020-04-02,1,1,55.79511494033795,4.286522633744856,2020-04-02 15:48:46,15,1,0
206,💩 💩 ,3.0,8.566666666666666,0.0,3.0,49,0.0,,,0,,1,2020-10-30,5,0,0.0,2.855233853006682,2020-10-30 22:00:00,22,0,0
207,Bish bash bosh ,7.2271,30.0,38.0,0.0,42,6.2,149.4,166.0,0,21.0,1,2020-05-05,1,1,19.105559977106168,4.15093399750934,2020-05-05 17:12:20,17,1,0
208,"bada bing, bada boom",16.1111,72.85,231.2,0.0,53,6.5,134.8,156.0,0,19.0,1,2021-03-12,2,1,3.605720121413469,4.5214324470971246,2021-03-12 22:09:08,22,0,0
209,Yea nice ,16.5093,67.15,136.7,0.0,63,5.9,152.0,170.0,1,60.0,1,2020-11-24,1,1,88.40713417157531,4.066861883845779,2020-11-24 14:31:33,14,1,0
210,WU,3.6549,16.65,3.0,0.0,13,4.5,126.5,136.0,0,3.0,1,2020-07-15,4,0,5.5971146139199845,4.5547963924569554,2020-07-15 09:04:07,9,1,0
211,Hanging,16.568,69.06666666666666,100.6,0.0,52,8.3,150.6,167.0,1,55.0,1,2020-12-14,2,1,93.2985683903098,4.168584292146073,2020-12-14 14:33:35,14,1,0
212,Felt like a 20 miler ngl ,20.0152,90.0,89.4,0.0,76,6.0,149.4,169.0,0,74.0,1,2020-11-21,1,1,39.39438611268997,4.49581872133801,2020-11-21 16:13:13,16,1,0
213,Fast twitch - MM,1.9922,14.95,32.0,0.0,15,9.0,110.0,139.0,0,2.0,1,2020-09-14,3,0,0.0335159711539745,7.503827104907699,2020-09-15 00:32:08,0,0,0
214,4 x 30s strides ,1.5127000000000002,6.983333333333333,3.0,0.0,9,7.9,137.3,153.0,0,2.0,1,2020-01-14,4,0,0.0202248884306754,4.616620498614958,2020-01-14 19:37:21,19,1,0
215,"The same, but different ",8.4082,35.583333333333336,84.2,0.0,39,5.1,155.7,167.0,0,41.0,1,2020-12-29,4,0,2.1418750748125603,4.232097511427121,2020-12-29 16:12:35,16,1,0
216,"ye, it’s well snowy ",16.3902,90.03333333333333,264.9,0.0,55,4.8,150.6,174.0,0,69.0,1,2021-02-13,1,1,43.44983026385307,5.493078444297957,2021-02-13 16:14:07,16,1,0
217,WU,4.8216,20.216666666666665,32.0,0.0,11,5.5,139.7,154.0,0,6.0,1,2021-01-08,3,0,14.458823716267943,4.192704402515723,2021-01-08 15:37:20,15,1,0
218,Out and back ,13.006,60.53333333333333,153.9,0.0,37,4.9,125.4,151.0,0,12.0,1,2020-08-28,2,1,0.3564986400306225,4.654007260541748,2020-08-28 13:01:06,13,1,0
219,"Cramond Island, banging",25.1987,105.38333333333334,190.6,2.0,99,6.7,151.6,180.0,10,95.0,1,2020-06-14,1,1,35.803754144581035,4.182183186951066,2020-06-14 13:59:00,13,1,0
220,Holy smokes!,7.009600000000001,30.133333333333333,29.0,0.0,40,5.5,151.1,166.0,0,25.0,1,2020-06-24,2,0,19.3769649740716,4.298684549909725,2020-06-24 17:37:36,17,1,0
221,WD,3.2512,15.3,15.0,0.0,10,4.8,134.1,143.0,0,3.0,1,2020-02-18,4,0,0.0825002643978223,4.705251270468662,2020-02-18 17:44:46,17,1,0
222,WD,3.0467,15.15,16.0,0.0,10,4.1,150.3,166.0,0,12.0,1,2021-01-15,4,0,1.2601609341800213,4.971957040572793,2021-01-15 22:41:53,22,0,0
223,8th street fartlek,18.5029,87.55,479.0,1.0,66,5.6,145.8,190.0,0,54.0,1,2020-08-20,2,1,20.32635966315865,4.7319704713231125,2020-08-20 14:16:06,14,1,0
224,Whack gps ,9.5758,40.96666666666667,12.0,0.0,30,8.2,135.7,172.0,0,11.0,1,2020-02-04,2,0,7.6386691944208,4.2777207392197125,2020-02-04 18:09:40,18,1,0
225,It very nice ,9.0094,39.6,10.0,0.0,30,6.4,128.9,167.0,0,11.0,1,2020-11-03,5,1,3.485532943159342,4.395042194092827,2020-11-03 14:32:28,14,1,0
226,Evening Run,3.5208000000000004,17.05,23.3,0.0,10,4.4,131.0,140.0,0,3.0,0,2019-12-10,4,0,2.787194898701273,4.841952353282975,2019-12-10 19:38:11,19,1,0
227,Daily dose ,18.3135,81.08333333333333,347.1,0.0,65,6.8,149.6,173.0,0,60.0,1,2020-03-26,1,1,56.72103993674682,4.427736450584485,2020-03-26 17:30:28,17,1,0
228,WD,1.4698,7.75,6.0,0.0,6,3.9,149.9,171.0,0,5.0,1,2020-10-23,4,0,0.4403787897899747,5.27238215754508,2020-10-23 22:32:40,22,0,0
229,10,16.2405,75.01666666666667,195.4,0.0,40,7.4,136.5,162.0,0,23.0,1,2020-09-30,2,1,0.4671979695558548,4.619179600886918,2020-09-30 13:29:30,13,1,0
230,This park is nice,8.0719,36.93333333333333,8.0,0.0,35,4.8,133.8,158.0,0,10.0,1,2020-09-29,4,0,3.835058305412531,4.574800988196541,2020-09-29 14:14:11,14,1,0
231,Some meadows with a sprinkling of COVID19 ,15.8135,70.13333333333334,132.2,0.0,55,7.9,151.1,171.0,2,60.0,1,2020-03-12,1,1,0.307745358441025,4.434805747738158,2020-03-12 17:45:08,17,1,0
232,Where my dawgs at 🐶 ,8.587299999999999,40.23333333333333,9.0,0.0,42,6.7,125.6,137.0,0,8.0,1,2020-09-16,2,0,4.573899786919355,4.685409052572393,2020-09-16 22:03:47,22,0,0
233,WU,4.765899999999999,22.25,5.0,0.0,13,7.5,126.7,138.0,0,4.0,1,2020-11-03,5,0,3.9215839933604,4.668347338935575,2020-11-03 21:52:38,21,0,0
234,Triggered ,8.4427,36.766666666666666,38.0,0.0,47,5.5,139.9,160.0,0,14.0,1,2020-12-08,2,0,25.192071916535497,4.35484713875098,2020-12-08 21:17:20,21,0,0
235,Bogus Basin ,27.2951,120.16666666666669,487.1,2.0,100,5.4,156.6,181.0,0,128.0,1,2020-09-05,1,1,39.60155881941319,4.402007395668251,2020-09-05 14:50:01,14,1,0
236,Sidewinder ,20.0986,94.15,425.8,0.0,46,6.4,137.9,173.0,2,39.0,1,2020-09-17,2,1,34.1427163220942,4.684092186621698,2020-09-17 14:02:41,14,1,0
237,Fitz park ,13.046,43.91666666666666,32.7,3.0,58,7.6,149.1,177.0,3,31.0,1,2020-07-11,4,1,9.59115095611196,3.366188648757827,2020-07-11 09:00:28,9,1,0
238,"Grim af warm down, wet and cold",3.0428,15.233333333333333,55.8,0.0,14,4.3,146.3,165.0,0,8.0,1,2019-12-14,3,0,14.392819866770878,5.006308200660859,2019-12-14 10:38:22,10,1,0
239,WU,4.7888,21.816666666666663,14.0,0.0,28,4.9,149.5,158.0,1,14.0,1,2021-03-05,4,0,0.1614098437130451,4.556041552761072,2021-03-05 17:04:51,17,1,0
240,SLR,27.5131,120.0,481.3,2.0,80,5.9,142.1,164.0,0,51.0,1,2020-07-19,1,1,140.08053494762862,4.361685422664224,2020-07-19 09:14:24,9,1,0
241,Escorting Leif ,8.177100000000001,37.66666666666666,52.0,0.0,39,5.1,118.0,131.0,0,7.0,1,2020-10-25,1,1,0.3809109330177307,4.6064123825317855,2020-10-25 23:05:55,23,0,0
242,Strides ,1.2831,7.25,5.0,0.0,7,7.6,131.5,150.0,0,1.0,1,2019-12-17,4,0,0.0044100488594267,5.649491525423729,2019-12-17 19:41:58,19,1,0
243,Morning shake ,6.5455,30.416666666666668,14.0,0.0,25,4.8,133.0,156.0,0,9.0,1,2020-09-25,5,1,0.207521952688694,4.646222470030666,2020-09-25 14:18:06,14,1,0
244,🌬 ,26.0081,114.93333333333334,435.1,2.0,85,6.6,154.0,173.0,4,115.0,1,2020-03-29,1,1,170.21401008605608,4.419517369398038,2020-03-29 09:42:33,9,1,0
245,Afternoon Run,5.067,23.28333333333333,49.0,0.0,23,5.4,151.9,171.0,0,19.0,0,2019-12-30,2,1,0.2437850298520061,4.594982078853047,2019-12-30 16:51:36,16,1,0
246,Timed to perfection ,5.2925,22.666666666666668,19.0,0.0,28,6.0,123.3,138.0,0,4.0,1,2020-01-29,2,1,3.3328098652418703,4.282117163412128,2020-01-29 18:19:04,18,1,0
247,Mega tadpole ,25.2885,122.78333333333332,632.8,2.0,78,5.0,157.7,182.0,2,152.0,1,2021-01-23,1,1,2.258364111185074,4.854646082143898,2021-01-23 16:07:57,16,1,0
248,Big bad bonk,9.3243,45.75,70.9,0.0,37,6.3,131.1,153.0,0,10.0,1,2020-02-26,2,0,3.632454900071025,4.906093612010598,2020-02-26 06:51:09,6,1,0
249,WU ,4.6485,19.75,8.0,0.0,14,5.8,140.1,158.0,3,6.0,1,2020-10-30,5,0,5.840323865413666,4.2482793780270205,2020-10-30 21:09:16,21,0,0
250,Easy tready ,6.8613,30.98333333333333,0.0,0.0,21,4.2,139.7,168.0,0,13.0,1,2020-08-10,2,0,0.0,4.515307504741263,2020-08-10 22:33:08,22,0,0
251,18 x 1 min hills ,12.8902,49.1,147.0,3.0,71,8.1,151.2,173.0,1,39.0,1,2021-01-22,4,1,0.6707152351737022,3.8093714285714286,2021-01-22 21:43:56,21,0,1
252,Doublay,6.9557,30.9,10.0,0.0,27,7.7,128.1,140.0,0,6.0,1,2020-08-27,2,0,0.2328190021216869,4.441897654584222,2020-08-27 23:09:34,23,0,0
253,Schwing,7.0089,32.28333333333333,31.0,0.0,33,5.9,130.8,149.0,5,7.0,1,2020-07-14,3,0,0.0905598426470533,4.6064123825317855,2020-07-14 16:27:33,16,1,1
254,Welcome to the NCAA,8.1921,24.33333333333333,33.5,1.0,100,7.5,160.6,197.0,0,32.0,1,2021-02-01,4,0,3.413786180317402,2.970237034396721,2021-02-01 17:59:59,17,1,0
255,10 mile*,17.020400000000002,77.91666666666667,225.9,0.0,60,8.1,149.7,174.0,3,65.0,1,2021-03-08,2,1,42.72657679393888,4.577313924745949,2021-03-08 15:03:40,15,1,0
256,Hill wave 🌊😅,9.0685,36.333333333333336,190.6,3.0,47,7.4,153.3,183.0,0,36.0,1,2020-08-08,3,1,0.0627245754003524,4.00625,2020-08-08 11:59:37,11,1,0
257,Fast twitch ,3.3516,20.58333333333333,29.0,0.0,31,9.7,137.7,160.0,0,7.0,1,2020-10-19,3,0,0.3307359293103218,6.140751658069271,2020-10-19 21:35:18,21,0,1
258,Some top notch chat ,4.8546000000000005,22.9,45.0,0.0,21,4.7,139.9,156.0,0,8.0,1,2020-10-26,3,0,0.211887527257204,4.717237475233513,2020-10-26 21:09:54,21,0,1
259,"“Ah, this is the season all the girls take their profile pictures”",8.156699999999999,35.38333333333333,10.0,0.0,45,5.5,150.5,172.0,1,32.0,1,2020-10-14,2,0,4.142150282859802,4.337844872462259,2020-10-15 00:02:34,0,0,0
260,"Henry Mong, big half marathon guy ",8.136,37.766666666666666,9.0,0.0,45,5.0,130.4,143.0,0,8.0,1,2021-02-26,4,1,5.903188139200211,4.642339832869081,2021-02-26 15:30:30,15,1,0
261,Ooh ahh just a little bit ,3.3324000000000003,15.0,17.0,0.0,23,5.4,128.3,145.0,1,3.0,1,2020-03-06,2,0,0.2480846887920051,4.500675128274373,2020-03-06 08:46:18,8,1,1
262,Blowing Dogs off Chains,9.1684,30.1,57.5,0.0,55,7.5,156.8,173.0,0,35.0,1,2020-05-23,4,1,4.959170018992154,3.282647232617688,2020-05-23 17:13:58,17,1,0
263,"Yea, nah ",20.0104,90.11666666666666,163.1,0.0,51,6.6,135.4,159.0,2,26.0,1,2020-06-19,1,1,53.53184533305466,4.503107268305864,2020-06-19 10:32:23,10,1,0
264,Rust bust,10.0046,32.85,80.9,3.0,68,8.4,169.8,199.0,3,66.0,1,2020-12-01,4,1,0.0400701537728309,3.283293932230103,2020-12-01 14:42:37,14,1,0
265,Man vs Goose,8.1873,37.21666666666667,5.0,0.0,37,8.1,135.4,156.0,0,11.0,1,2020-10-06,4,1,2.277083694934845,4.54485955822198,2020-10-06 14:07:23,14,1,0
266,WU,4.0374,18.166666666666668,4.0,0.0,10,4.3,137.7,149.0,0,4.0,1,2020-08-04,3,0,6.575514976248087,4.499460043196544,2020-08-04 10:00:50,10,1,0
267,1500m tt - 3:57 ,1.5,3.95,0.0,1.0,100,0.0,,,0,,1,2020-10-16,5,0,0.0,2.6332753989571813,2020-10-16 21:50:00,21,0,1
268,Cold ears ,12.6299,60.55,100.3,0.0,40,5.4,132.6,155.0,2,17.0,1,2020-10-28,2,1,36.95368068292737,4.794591484464903,2020-10-28 14:09:46,14,1,0
269,99 miles for the week 😈,9.1977,41.21666666666667,7.0,0.0,64,7.0,131.2,139.0,2,9.0,1,2020-09-13,1,1,3.2827258110046387,4.481312180693736,2020-09-13 18:07:54,18,1,0
270,Morning Run,3.9371,18.683333333333334,24.0,0.0,11,5.0,143.2,156.0,1,8.0,0,2019-12-21,3,0,0.0770549945627863,4.745444191343964,2019-12-21 08:41:36,8,1,0
271,Evening Run,3.7985,17.066666666666666,12.0,0.0,13,5.8,138.5,160.0,1,6.0,0,2020-03-18,3,0,6.438294985855464,4.493394445942302,2020-03-18 18:11:13,18,1,0
272,Bigger boaby loop ,7.0097,30.066666666666663,32.0,0.0,43,6.4,149.0,171.0,0,20.0,1,2020-05-01,1,1,18.932194871013053,4.288728769943386,2020-05-01 15:18:49,15,1,1
273,WUP,2.5332,10.983333333333333,2.0,0.0,12,5.1,140.0,154.0,0,3.0,1,2020-05-26,4,0,6.570820005435962,4.335587929240375,2020-05-26 16:39:45,16,1,0
274,Morning round ,16.0796,72.28333333333333,308.5,0.0,52,7.5,147.8,168.0,0,41.0,1,2020-07-16,1,1,109.83691063302103,4.494606256742179,2020-07-16 08:35:04,8,1,1
275,The hype continues ,12.7974,47.93333333333333,63.2,3.0,50,6.7,149.2,176.0,0,33.0,1,2020-01-18,4,1,11.48746960097924,3.7451685393258423,2020-01-18 10:36:48,10,1,1
276,Tokyo drift ,19.25,86.16666666666667,274.8,0.0,65,6.1,141.2,172.0,4,38.0,1,2020-10-22,2,1,49.80635130777955,4.476497448294387,2020-10-22 16:16:32,16,1,0
277,The Leadville trail ,13.0176,62.45,101.0,0.0,39,4.9,120.8,140.0,0,12.0,1,2021-03-03,1,1,34.34763057157397,4.797351755900978,2021-03-03 15:52:35,15,1,1
278,WD,4.818899999999999,23.53333333333333,28.0,0.0,9,4.6,141.5,153.0,0,7.0,1,2020-09-25,5,0,2.0716048311442137,4.883094052153531,2020-09-25 22:47:55,22,0,0
279,Morning Run,11.7113,51.31666666666667,168.9,0.0,1,5.7,145.5,167.0,0,29.0,0,2020-12-20,1,1,33.830655047495384,4.381177707676131,2020-12-20 10:35:00,10,1,0
280,8 x 1k [2:15ish],9.6815,39.66666666666666,16.0,3.0,49,7.8,154.0,194.0,0,37.0,1,2020-10-20,4,1,4.168960731476545,4.096853490658801,2020-10-20 21:48:58,21,0,1
281,We go again next Saturday ,18.4854,80.98333333333333,251.0,0.0,60,5.5,138.8,159.0,0,25.0,1,2020-01-05,1,1,0.5715350653190399,4.381177707676131,2020-01-05 09:32:37,9,1,0
